params,mean_test_accuracy,mean_test_recall,mean_test_precision,mean_test_f1
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 30}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 35}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 40}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 45}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 50}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 55}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 60}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 65}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 70}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 75}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 80}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 85}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 90}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 95}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 0, 'n_estimators': 100}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 0}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 5}",0.77,0.7333333333333333,0.7914102564102564,0.752071611253197
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 10}",0.7299999999999999,0.5866666666666667,0.7956060606060606,0.6529483588307117
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 15}",0.74,0.6933333333333331,0.7480952380952381,0.7122727272727274
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 20}",0.73,0.6511111111111111,0.7494949494949494,0.6890350877192983
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 25}",0.75,0.6933333333333334,0.7726190476190476,0.724212715389186
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 30}",0.8,0.7355555555555555,0.8371212121212122,0.7754201680672269
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 35}",0.76,0.6911111111111111,0.7978571428571428,0.7247253606386733
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 40}",0.76,0.7333333333333333,0.7557142857142857,0.7372276949057135
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 45}",0.76,0.7155555555555555,0.7647402597402596,0.7340114993365767
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 50}",0.75,0.6933333333333334,0.7611688311688312,0.7193056169836356
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 55}",0.74,0.6733333333333333,0.754025974025974,0.7036193424738316
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 60}",0.74,0.6933333333333334,0.7397402597402596,0.7104820875718708
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 65}",0.7699999999999999,0.7133333333333334,0.7952958152958152,0.7433407047029338
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 70}",0.76,0.6933333333333334,0.7897402597402596,0.7293056169836356
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 75}",0.77,0.7333333333333334,0.7774386724386725,0.7503341687552213
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 80}",0.78,0.7333333333333334,0.7952958152958154,0.7568701164676396
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 85}",0.77,0.7333333333333334,0.7774386724386725,0.7503341687552213
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 90}",0.76,0.7133333333333334,0.771883116883117,0.7362990810359232
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 95}",0.76,0.7133333333333334,0.771883116883117,0.7362990810359232
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 1, 'n_estimators': 100}",0.76,0.7133333333333334,0.771883116883117,0.7362990810359232
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 0}",,,,
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 5}",0.6900000000000001,0.5888888888888889,0.7274603174603175,0.614937154348919
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 10}",0.72,0.5888888888888889,0.8522077922077923,0.6264102564102564
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 15}",0.73,0.6688888888888889,0.7641269841269841,0.6849190283400809
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 20}",0.72,0.6066666666666667,0.7780769230769231,0.6413025316915476
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 25}",0.75,0.6288888888888888,0.8347619047619048,0.6848959090445157
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 30}",0.77,0.6888888888888889,0.8267948717948718,0.7246279019734396
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 35}",0.77,0.6888888888888889,0.8134615384615385,0.7225033598488976
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 40}",0.76,0.6911111111111111,0.7906837606837607,0.7124114634412118
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 45}",0.73,0.6511111111111111,0.7355555555555555,0.6727728411938937
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 50}",0.73,0.6511111111111111,0.7355555555555555,0.6727728411938937
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 55}",0.7300000000000001,0.6511111111111112,0.7351282051282052,0.6698049471504849
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 60}",0.74,0.6511111111111111,0.7621212121212122,0.6885213032581453
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 65}",0.7300000000000001,0.6111111111111112,0.7683116883116884,0.654373490286803
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 70}",0.74,0.6488888888888888,0.76,0.6807290954659375
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 75}",0.73,0.6288888888888889,0.7410101010101011,0.6606516290726816
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 80}",0.74,0.6511111111111111,0.7476767676767677,0.6796992481203008
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 85}",0.74,0.6511111111111111,0.7476767676767677,0.6796992481203008
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 90}",0.74,0.6511111111111111,0.7476767676767677,0.6796992481203008
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 95}",0.72,0.6088888888888889,0.7354545454545456,0.6466165413533834
"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'n_estimators': 100}",0.7299999999999999,0.6288888888888888,0.7554545454545456,0.6694736842105262
"{'learning_rate': 0.0, 'n_estimators': 0}",,,,
"{'learning_rate': 0.0, 'n_estimators': 5}",,,,
"{'learning_rate': 0.0, 'n_estimators': 10}",,,,
"{'learning_rate': 0.0, 'n_estimators': 15}",,,,
"{'learning_rate': 0.0, 'n_estimators': 20}",,,,
"{'learning_rate': 0.0, 'n_estimators': 25}",,,,
"{'learning_rate': 0.0, 'n_estimators': 30}",,,,
"{'learning_rate': 0.0, 'n_estimators': 35}",,,,
"{'learning_rate': 0.0, 'n_estimators': 40}",,,,
"{'learning_rate': 0.0, 'n_estimators': 45}",,,,
"{'learning_rate': 0.0, 'n_estimators': 50}",,,,
"{'learning_rate': 0.0, 'n_estimators': 55}",,,,
"{'learning_rate': 0.0, 'n_estimators': 60}",,,,
"{'learning_rate': 0.0, 'n_estimators': 65}",,,,
"{'learning_rate': 0.0, 'n_estimators': 70}",,,,
"{'learning_rate': 0.0, 'n_estimators': 75}",,,,
"{'learning_rate': 0.0, 'n_estimators': 80}",,,,
"{'learning_rate': 0.0, 'n_estimators': 85}",,,,
"{'learning_rate': 0.0, 'n_estimators': 90}",,,,
"{'learning_rate': 0.0, 'n_estimators': 95}",,,,
"{'learning_rate': 0.0, 'n_estimators': 100}",,,,
"{'learning_rate': 0.2, 'n_estimators': 0}",,,,
"{'learning_rate': 0.2, 'n_estimators': 5}",0.7,0.671111111111111,0.6943939393939393,0.675187969924812
"{'learning_rate': 0.2, 'n_estimators': 10}",0.7300000000000001,0.671111111111111,0.7623809523809524,0.7007181054239879
"{'learning_rate': 0.2, 'n_estimators': 15}",0.74,0.671111111111111,0.7746031746031745,0.7062683446584376
"{'learning_rate': 0.2, 'n_estimators': 20}",0.78,0.7511111111111112,0.7861904761904762,0.7637878787878788
"{'learning_rate': 0.2, 'n_estimators': 25}",0.75,0.6933333333333334,0.7733333333333332,0.7204545454545455
"{'learning_rate': 0.2, 'n_estimators': 30}",0.76,0.7333333333333333,0.7641758241758241,0.7406393861892584
"{'learning_rate': 0.2, 'n_estimators': 35}",0.76,0.7333333333333333,0.7634615384615385,0.7421426541631145
"{'learning_rate': 0.2, 'n_estimators': 40}",0.77,0.7333333333333333,0.7848901098901099,0.7509661835748792
"{'learning_rate': 0.2, 'n_estimators': 45}",0.76,0.7577777777777778,0.7482017982017982,0.7439727195225916
"{'learning_rate': 0.2, 'n_estimators': 50}",0.78,0.7777777777777778,0.7704545454545455,0.7680808080808081
"{'learning_rate': 0.2, 'n_estimators': 55}",0.78,0.7777777777777778,0.7704545454545455,0.7680808080808081
"{'learning_rate': 0.2, 'n_estimators': 60}",0.8099999999999999,0.7777777777777778,0.8183333333333334,0.7876129718234981
"{'learning_rate': 0.2, 'n_estimators': 65}",0.7899999999999999,0.7777777777777778,0.7916666666666666,0.7715728715728716
"{'learning_rate': 0.2, 'n_estimators': 70}",0.7899999999999999,0.7577777777777779,0.7992424242424242,0.7679365079365079
"{'learning_rate': 0.2, 'n_estimators': 75}",0.7999999999999999,0.7555555555555554,0.8183333333333334,0.7758482659411452
"{'learning_rate': 0.2, 'n_estimators': 80}",0.79,0.7777777777777778,0.7847402597402597,0.7733095662507428
"{'learning_rate': 0.2, 'n_estimators': 85}",0.7799999999999999,0.7555555555555554,0.7847402597402597,0.7615448603683899
"{'learning_rate': 0.2, 'n_estimators': 90}",0.7799999999999999,0.7555555555555554,0.7847402597402597,0.7615448603683899
"{'learning_rate': 0.2, 'n_estimators': 95}",0.8,0.7555555555555554,0.817063492063492,0.7793226381461675
"{'learning_rate': 0.2, 'n_estimators': 100}",0.7799999999999999,0.7555555555555554,0.7847402597402597,0.7615448603683899
"{'learning_rate': 0.4, 'n_estimators': 0}",,,,
"{'learning_rate': 0.4, 'n_estimators': 5}",0.7,0.671111111111111,0.6943939393939393,0.675187969924812
"{'learning_rate': 0.4, 'n_estimators': 10}",0.76,0.7333333333333333,0.7780952380952382,0.7506060606060607
"{'learning_rate': 0.4, 'n_estimators': 15}",0.7899999999999999,0.7755555555555556,0.7972222222222222,0.7838446383338024
"{'learning_rate': 0.4, 'n_estimators': 20}",0.75,0.7133333333333333,0.7527472527472527,0.7251491901108269
"{'learning_rate': 0.4, 'n_estimators': 25}",0.8,0.7533333333333333,0.8317460317460318,0.7839994370954122
"{'learning_rate': 0.4, 'n_estimators': 30}",0.82,0.7955555555555556,0.8498901098901099,0.8126982097186701
"{'learning_rate': 0.4, 'n_estimators': 35}",0.78,0.7777777777777778,0.7711111111111111,0.7706539074960127
"{'learning_rate': 0.4, 'n_estimators': 40}",0.78,0.7577777777777779,0.7804545454545455,0.7652464494569757
"{'learning_rate': 0.4, 'n_estimators': 45}",0.74,0.7155555555555555,0.740909090909091,0.7228384687208217
"{'learning_rate': 0.4, 'n_estimators': 50}",0.7700000000000001,0.7777777777777778,0.76,0.765390749601276
"{'learning_rate': 0.4, 'n_estimators': 55}",0.7699999999999999,0.7555555555555555,0.7711111111111111,0.7588892016136598
"{'learning_rate': 0.4, 'n_estimators': 60}",0.7699999999999999,0.7555555555555555,0.7711111111111111,0.7588892016136598
"{'learning_rate': 0.4, 'n_estimators': 65}",0.78,0.7755555555555556,0.78,0.7736260437189231
"{'learning_rate': 0.4, 'n_estimators': 70}",0.76,0.7555555555555555,0.7587878787878788,0.7553530886038626
"{'learning_rate': 0.4, 'n_estimators': 75}",0.7699999999999999,0.7755555555555556,0.7633333333333333,0.7666084998592739
"{'learning_rate': 0.4, 'n_estimators': 80}",0.7699999999999999,0.7755555555555556,0.7633333333333333,0.7666084998592739
"{'learning_rate': 0.4, 'n_estimators': 85}",0.78,0.7755555555555556,0.78,0.7736260437189231
"{'learning_rate': 0.4, 'n_estimators': 90}",0.78,0.7755555555555556,0.78,0.7736260437189231
"{'learning_rate': 0.4, 'n_estimators': 95}",0.7799999999999999,0.7755555555555556,0.7766666666666666,0.7729242893329582
"{'learning_rate': 0.4, 'n_estimators': 100}",0.8000000000000002,0.7755555555555556,0.8111111111111111,0.7892985583388059
"{'learning_rate': 0.6000000000000001, 'n_estimators': 0}",,,,
"{'learning_rate': 0.6000000000000001, 'n_estimators': 5}",0.71,0.6911111111111111,0.7004545454545454,0.6873091820460241
"{'learning_rate': 0.6000000000000001, 'n_estimators': 10}",0.7100000000000001,0.671111111111111,0.7072039072039071,0.682087091129358
"{'learning_rate': 0.6000000000000001, 'n_estimators': 15}",0.78,0.7955555555555556,0.7644444444444444,0.7778522062732588
"{'learning_rate': 0.6000000000000001, 'n_estimators': 20}",0.7699999999999999,0.7555555555555555,0.7749999999999999,0.7627920067548551
"{'learning_rate': 0.6000000000000001, 'n_estimators': 25}",0.76,0.7733333333333334,0.756161616161616,0.7625787284610813
"{'learning_rate': 0.6000000000000001, 'n_estimators': 30}",0.78,0.7933333333333333,0.7740675990675989,0.7797071536471185
"{'learning_rate': 0.6000000000000001, 'n_estimators': 35}",0.8,0.7755555555555556,0.8093434343434345,0.7907710452602095
"{'learning_rate': 0.6000000000000001, 'n_estimators': 40}",0.76,0.7133333333333334,0.7772005772005772,0.7401346503513686
"{'learning_rate': 0.6000000000000001, 'n_estimators': 45}",0.75,0.7133333333333334,0.7593434343434343,0.7335987026389503
"{'learning_rate': 0.6000000000000001, 'n_estimators': 50}",0.7699999999999999,0.7555555555555555,0.7683333333333333,0.757719610970385
"{'learning_rate': 0.6000000000000001, 'n_estimators': 55}",0.7699999999999999,0.7555555555555555,0.7683333333333333,0.757719610970385
"{'learning_rate': 0.6000000000000001, 'n_estimators': 60}",0.78,0.7755555555555554,0.775,0.7714038214967008
"{'learning_rate': 0.6000000000000001, 'n_estimators': 65}",0.7699999999999999,0.7555555555555555,0.7683333333333333,0.757719610970385
"{'learning_rate': 0.6000000000000001, 'n_estimators': 70}",0.7699999999999999,0.7555555555555555,0.7683333333333333,0.757719610970385
"{'learning_rate': 0.6000000000000001, 'n_estimators': 75}",0.78,0.7755555555555554,0.775,0.7714038214967008
"{'learning_rate': 0.6000000000000001, 'n_estimators': 80}",0.7899999999999999,0.7755555555555556,0.7933333333333332,0.7799418331926071
"{'learning_rate': 0.6000000000000001, 'n_estimators': 85}",0.7899999999999999,0.7755555555555554,0.7905555555555555,0.7787722425493323
"{'learning_rate': 0.6000000000000001, 'n_estimators': 90}",0.7899999999999999,0.7955555555555555,0.7833333333333333,0.786608499859274
"{'learning_rate': 0.6000000000000001, 'n_estimators': 95}",0.7999999999999999,0.7955555555555555,0.7988888888888888,0.7939769209119054
"{'learning_rate': 0.6000000000000001, 'n_estimators': 100}",0.7799999999999999,0.7955555555555555,0.7706060606060605,0.7799418331926071
"{'learning_rate': 0.8, 'n_estimators': 0}",,,,
"{'learning_rate': 0.8, 'n_estimators': 5}",0.72,0.6488888888888888,0.7566666666666666,0.6949019607843137
"{'learning_rate': 0.8, 'n_estimators': 10}",0.74,0.7333333333333333,0.745,0.7365775401069519
"{'learning_rate': 0.8, 'n_estimators': 15}",0.74,0.6511111111111111,0.7654545454545455,0.6939495798319328
"{'learning_rate': 0.8, 'n_estimators': 20}",0.76,0.7133333333333334,0.7816666666666665,0.7383957219251336
"{'learning_rate': 0.8, 'n_estimators': 25}",0.75,0.691111111111111,0.787012987012987,0.7280672268907563
"{'learning_rate': 0.8, 'n_estimators': 30}",0.75,0.6933333333333334,0.7727272727272727,0.7239495798319328
"{'learning_rate': 0.8, 'n_estimators': 35}",0.75,0.7333333333333333,0.7471139971139971,0.7348781937017231
"{'learning_rate': 0.8, 'n_estimators': 40}",0.74,0.7133333333333334,0.746010101010101,0.7272829131652662
"{'learning_rate': 0.8, 'n_estimators': 45}",0.74,0.7355555555555555,0.735909090909091,0.7317273576097106
"{'learning_rate': 0.8, 'n_estimators': 50}",0.73,0.7155555555555555,0.7270202020202021,0.7169905155044474
"{'learning_rate': 0.8, 'n_estimators': 55}",0.7699999999999999,0.7755555555555554,0.7622727272727272,0.7647371548300341
"{'learning_rate': 0.8, 'n_estimators': 60}",0.78,0.7955555555555555,0.7721212121212121,0.780807634058408
"{'learning_rate': 0.8, 'n_estimators': 65}",0.7699999999999999,0.7755555555555554,0.7622727272727272,0.7647371548300341
"{'learning_rate': 0.8, 'n_estimators': 70}",0.7699999999999999,0.7555555555555555,0.7683333333333333,0.757719610970385
"{'learning_rate': 0.8, 'n_estimators': 75}",0.76,0.7555555555555555,0.755,0.7514038214967009
"{'learning_rate': 0.8, 'n_estimators': 80}",0.76,0.7355555555555555,0.7576190476190476,0.7407261469180975
"{'learning_rate': 0.8, 'n_estimators': 85}",0.7699999999999999,0.7555555555555555,0.7683333333333333,0.757719610970385
"{'learning_rate': 0.8, 'n_estimators': 90}",0.76,0.7355555555555555,0.7576190476190476,0.7407261469180975
"{'learning_rate': 0.8, 'n_estimators': 95}",0.78,0.7755555555555554,0.775,0.7714038214967008
"{'learning_rate': 0.8, 'n_estimators': 100}",0.78,0.7755555555555554,0.775,0.7714038214967008
"{'learning_rate': 1.0, 'n_estimators': 0}",,,,
"{'learning_rate': 1.0, 'n_estimators': 5}",0.7499999999999999,0.6311111111111111,0.8366666666666667,0.6884480431848853
"{'learning_rate': 1.0, 'n_estimators': 10}",0.72,0.6733333333333332,0.7295454545454545,0.6946078431372549
"{'learning_rate': 1.0, 'n_estimators': 15}",0.75,0.711111111111111,0.7666666666666666,0.7345154329674453
"{'learning_rate': 1.0, 'n_estimators': 20}",0.76,0.7333333333333334,0.7717460317460316,0.7468924539512773
"{'learning_rate': 1.0, 'n_estimators': 25}",0.74,0.6911111111111111,0.7621212121212121,0.7215329991645781
"{'learning_rate': 1.0, 'n_estimators': 30}",0.75,0.6888888888888889,0.7835497835497834,0.7300125313283207
"{'learning_rate': 1.0, 'n_estimators': 35}",0.7700000000000001,0.7333333333333333,0.795,0.757982768865122
"{'learning_rate': 1.0, 'n_estimators': 40}",0.74,0.7333333333333333,0.7366666666666666,0.7326903712043031
"{'learning_rate': 1.0, 'n_estimators': 45}",0.76,0.7533333333333333,0.7622727272727272,0.7515018607123871
"{'learning_rate': 1.0, 'n_estimators': 50}",0.7499999999999999,0.7555555555555555,0.741111111111111,0.7455558682803265
"{'learning_rate': 1.0, 'n_estimators': 55}",0.75,0.7555555555555555,0.7411111111111112,0.7455558682803265
"{'learning_rate': 1.0, 'n_estimators': 60}",0.76,0.7733333333333332,0.7528282828282828,0.7607605466428996
"{'learning_rate': 1.0, 'n_estimators': 65}",0.73,0.7111111111111111,0.7366666666666666,0.719455077086656
"{'learning_rate': 1.0, 'n_estimators': 70}",0.7699999999999999,0.7955555555555556,0.7572727272727272,0.7736260437189231
"{'learning_rate': 1.0, 'n_estimators': 75}",0.7699999999999999,0.7955555555555555,0.7572727272727272,0.7736260437189231
"{'learning_rate': 1.0, 'n_estimators': 80}",0.76,0.7555555555555555,0.7587878787878788,0.7553530886038626
"{'learning_rate': 1.0, 'n_estimators': 85}",0.7699999999999999,0.7755555555555556,0.7633333333333333,0.7666084998592739
"{'learning_rate': 1.0, 'n_estimators': 90}",0.7699999999999999,0.7755555555555556,0.7633333333333333,0.7666084998592739
"{'learning_rate': 1.0, 'n_estimators': 95}",0.7699999999999999,0.7755555555555556,0.7633333333333333,0.7666084998592739
"{'learning_rate': 1.0, 'n_estimators': 100}",0.76,0.7755555555555556,0.7487878787878788,0.7581874472276949
"{'learning_rate': 1.2000000000000002, 'n_estimators': 0}",,,,
"{'learning_rate': 1.2000000000000002, 'n_estimators': 5}",0.74,0.6088888888888888,0.8344444444444445,0.6767521367521367
"{'learning_rate': 1.2000000000000002, 'n_estimators': 10}",0.71,0.6711111111111111,0.733939393939394,0.6928844169246646
"{'learning_rate': 1.2000000000000002, 'n_estimators': 15}",0.72,0.691111111111111,0.7157342657342658,0.6942668371696504
"{'learning_rate': 1.2000000000000002, 'n_estimators': 20}",0.76,0.731111111111111,0.7939393939393938,0.75333896237921
"{'learning_rate': 1.2000000000000002, 'n_estimators': 25}",0.7799999999999999,0.7733333333333333,0.7856060606060605,0.7762266629139694
"{'learning_rate': 1.2000000000000002, 'n_estimators': 30}",0.7899999999999999,0.7933333333333333,0.7931818181818182,0.7910364145658263
"{'learning_rate': 1.2000000000000002, 'n_estimators': 35}",0.77,0.8133333333333332,0.7560606060606061,0.7774242424242424
"{'learning_rate': 1.2000000000000002, 'n_estimators': 40}",0.77,0.8133333333333332,0.7560606060606061,0.7774242424242424
"{'learning_rate': 1.2000000000000002, 'n_estimators': 45}",0.76,0.7933333333333333,0.752121212121212,0.7652164502164502
"{'learning_rate': 1.2000000000000002, 'n_estimators': 50}",0.7799999999999999,0.7933333333333333,0.7772727272727271,0.7803907496012759
"{'learning_rate': 1.2000000000000002, 'n_estimators': 55}",0.7699999999999999,0.7933333333333333,0.7627272727272727,0.7719696969696969
"{'learning_rate': 1.2000000000000002, 'n_estimators': 60}",0.78,0.7933333333333332,0.7742424242424243,0.7773331054910002
"{'learning_rate': 1.2000000000000002, 'n_estimators': 65}",0.77,0.7733333333333332,0.765909090909091,0.7621284271284271
"{'learning_rate': 1.2000000000000002, 'n_estimators': 70}",0.78,0.7933333333333333,0.7754545454545456,0.7786363636363637
"{'learning_rate': 1.2000000000000002, 'n_estimators': 75}",0.78,0.7933333333333332,0.7742424242424243,0.7773331054910002
"{'learning_rate': 1.2000000000000002, 'n_estimators': 80}",0.75,0.7533333333333333,0.7487878787878788,0.7449521531100478
"{'learning_rate': 1.2000000000000002, 'n_estimators': 85}",0.7699999999999999,0.7733333333333332,0.7687878787878788,0.7649521531100479
"{'learning_rate': 1.2000000000000002, 'n_estimators': 90}",0.76,0.7533333333333333,0.7621212121212121,0.7512679425837321
"{'learning_rate': 1.2000000000000002, 'n_estimators': 95}",0.79,0.8133333333333332,0.778088578088578,0.7876097853328975
"{'learning_rate': 1.2000000000000002, 'n_estimators': 100}",0.76,0.7733333333333332,0.7554545454545455,0.7586363636363636
"{'learning_rate': 1.4000000000000001, 'n_estimators': 0}",,,,
"{'learning_rate': 1.4000000000000001, 'n_estimators': 5}",0.76,0.7511111111111111,0.765934065934066,0.7498256219483841
"{'learning_rate': 1.4000000000000001, 'n_estimators': 10}",0.72,0.651111111111111,0.7428571428571428,0.6846702317290552
"{'learning_rate': 1.4000000000000001, 'n_estimators': 15}",0.7899999999999999,0.7933333333333333,0.806060606060606,0.7944041252864782
"{'learning_rate': 1.4000000000000001, 'n_estimators': 20}",0.7200000000000001,0.6688888888888889,0.7492063492063492,0.7020334928229663
"{'learning_rate': 1.4000000000000001, 'n_estimators': 25}",0.77,0.7711111111111112,0.7789160839160839,0.7686085738643283
"{'learning_rate': 1.4000000000000001, 'n_estimators': 30}",0.7699999999999999,0.7711111111111112,0.793006993006993,0.7731884057971014
"{'learning_rate': 1.4000000000000001, 'n_estimators': 35}",0.72,0.7533333333333333,0.6946231546231545,0.7202644291889142
"{'learning_rate': 1.4000000000000001, 'n_estimators': 40}",0.72,0.7533333333333333,0.6995726495726495,0.7223909576312322
"{'learning_rate': 1.4000000000000001, 'n_estimators': 45}",0.7699999999999999,0.7733333333333332,0.7544444444444445,0.7622328548644338
"{'learning_rate': 1.4000000000000001, 'n_estimators': 50}",0.76,0.7733333333333332,0.7499999999999999,0.7581449166588485
"{'learning_rate': 1.4000000000000001, 'n_estimators': 55}",0.76,0.7955555555555556,0.73989898989899,0.7618967204106524
"{'learning_rate': 1.4000000000000001, 'n_estimators': 60}",0.79,0.7955555555555556,0.7804545454545455,0.7829827688651219
"{'learning_rate': 1.4000000000000001, 'n_estimators': 65}",0.77,0.7955555555555556,0.7537878787878787,0.7677446736270266
"{'learning_rate': 1.4000000000000001, 'n_estimators': 70}",0.7699999999999999,0.7955555555555556,0.7566666666666666,0.7705683996086474
"{'learning_rate': 1.4000000000000001, 'n_estimators': 75}",0.7699999999999999,0.7955555555555556,0.7566666666666666,0.7705683996086474
"{'learning_rate': 1.4000000000000001, 'n_estimators': 80}",0.7699999999999999,0.7755555555555554,0.7604545454545455,0.7629827688651218
"{'learning_rate': 1.4000000000000001, 'n_estimators': 85}",0.7699999999999999,0.7755555555555554,0.7604545454545455,0.7629827688651218
"{'learning_rate': 1.4000000000000001, 'n_estimators': 90}",0.76,0.7755555555555554,0.7483333333333333,0.7553637212460742
"{'learning_rate': 1.4000000000000001, 'n_estimators': 95}",0.76,0.7755555555555554,0.7483333333333333,0.7553637212460742
"{'learning_rate': 1.4000000000000001, 'n_estimators': 100}",0.7899999999999999,0.8155555555555555,0.7742424242424242,0.7905683996086473
"{'learning_rate': 1.6, 'n_estimators': 0}",,,,
"{'learning_rate': 1.6, 'n_estimators': 5}",0.71,0.7288888888888889,0.6922222222222223,0.7076411170528818
"{'learning_rate': 1.6, 'n_estimators': 10}",0.74,0.7466666666666667,0.7396425796425797,0.7290294246815986
"{'learning_rate': 1.6, 'n_estimators': 15}",0.74,0.7533333333333334,0.7364607614607614,0.7412632177203452
"{'learning_rate': 1.6, 'n_estimators': 20}",0.74,0.7711111111111111,0.7268831168831169,0.7435292777398039
"{'learning_rate': 1.6, 'n_estimators': 25}",0.7799999999999999,0.8333333333333333,0.7562409812409812,0.7879382055852643
"{'learning_rate': 1.6, 'n_estimators': 30}",0.76,0.7933333333333333,0.7401282051282051,0.7614190090431845
"{'learning_rate': 1.6, 'n_estimators': 35}",0.75,0.7488888888888889,0.750974025974026,0.7450089126559715
"{'learning_rate': 1.6, 'n_estimators': 40}",0.76,0.7511111111111111,0.7687012987012987,0.755204991087344
